-0.984375	 0.14987916
-0.968750	 0.32811533
-0.953125	-0.02202376
-0.937500	-0.25502283
-0.921875	 0.03172916
-0.906250	-0.07057889
-0.890625	-0.11682572
-0.875000	 0.10661680
-0.859375	 0.04821917
-0.843750	-0.05436169
-0.828125	-0.31041106
-0.812500	-0.11407788
-0.796875	-0.03572273
-0.781250	 0.16754855
-0.765625	-0.08885486
-0.750000	-0.15433136
-0.734375	-0.15659663
-0.718750	-0.09927175
-0.703125	-0.11778170
-0.687500	 0.00888026
-0.671875	-0.06011390
-0.656250	 0.29648233
-0.640625	 0.07762345
-0.625000	 0.17952903
-0.609375	 0.12527477
-0.593750	 0.01510794
-0.578125	-0.37968938
-0.562500	 0.15011096
-0.546875	 0.00588344
-0.531250	-0.07511278
-0.515625	-0.00096104
-0.500000	-0.23137567
-0.484375	-0.10954762
-0.468750	-0.17139467
-0.453125	-0.02417612
-0.437500	 0.06603572
-0.421875	 0.03999242
-0.406250	 0.05679743
-0.390625	-0.35167189
-0.375000	 0.09732792
-0.359375	 0.06653320
-0.343750	-0.21486794
-0.328125	-0.22650820
-0.312500	 0.10423391
-0.296875	-0.25317593
-0.281250	 0.10565120
-0.265625	-0.03327411
-0.250000	-0.05662385
-0.234375	 0.03464321
-0.218750	-0.17974195
-0.203125	 0.11227347
-0.187500	-0.06020670
-0.171875	-0.16499774
-0.156250	-0.15445235
-0.140625	 0.02229950
-0.125000	 0.00521827
-0.109375	-0.14709404
-0.093750	-0.00358113
-0.078125	-0.27127396
-0.062500	 0.08646292
-0.046875	 0.05502339
-0.031250	 0.07131681
-0.015625	 0.01702835
 0.000000	 0.06247637
 0.015625	 0.01346010
 0.031250	 0.04108281
 0.046875	-0.04725141
 0.062500	-0.20426510
 0.078125	 0.30519153
 0.093750	 0.02352620
 0.109375	 0.05503702
 0.125000	-0.03543008
 0.140625	 0.06162183
 0.156250	-0.06278009
 0.171875	-0.16117383
 0.187500	 0.01450863
 0.203125	-0.05722387
 0.218750	 0.04205802
 0.234375	 0.04781750
 0.250000	 0.11730782
 0.265625	-0.00319674
 0.281250	-0.23742474
 0.296875	 0.05438775
 0.312500	-0.05641255
 0.328125	 0.13430021
 0.343750	 0.00158417
 0.359375	-0.05172767
 0.375000	 0.22186511
 0.390625	 0.04785610
 0.406250	-0.01207851
 0.421875	 0.02211735
 0.437500	-0.03559102
 0.453125	-0.12174080
 0.468750	-0.10284924
 0.484375	-0.10276983
 0.500000	 0.00665302
 0.515625	 0.01222273
 0.531250	 0.17694249
 0.546875	 0.03364218
 0.562500	-0.12953750
 0.578125	 0.00421594
 0.593750	-0.41419175
 0.609375	-0.00017247
 0.625000	-0.02356343
 0.640625	 0.07310154
 0.656250	 0.27221358
 0.671875	 0.14284140
 0.687500	-0.06600435
 0.703125	-0.08307676
 0.718750	 0.18172488
 0.734375	 0.17017155
 0.750000	 0.19506512
 0.765625	 0.12302268
 0.781250	 0.09267316
 0.796875	 0.39897586
 0.812500	-0.14690714
 0.828125	-0.04065669
 0.843750	 0.05068819
 0.859375	 0.05275190
 0.875000	 0.19828629
 0.890625	 0.23565710
 0.906250	-0.00643204
 0.921875	 0.12057518
 0.937500	 0.18537843
 0.953125	 0.22575490
 0.968750	 0.06159680
 0.984375	 0.17964556
 1.000000	 0.10628144
